toban,class_rank,entry_rate_1,entry_rate_2,entry_rate_3,entry_rate_4,entry_rate_5,entry_rate_6,win3_rate_1,win3_rate_2,win3_rate_3,win3_rate_4,win3_rate_5,win3_rate_6,avg_st_1,avg_st_2,avg_st_3,avg_st_4,avg_st_5,avg_st_6,start_order_1,start_order_2,start_order_3,start_order_4,start_order_5,start_order_6
3642,B1,12.0,21.7,14.1,19.6,19.6,13.0,63.6,40.0,30.8,16.7,22.2,8.3,0.16,0.16,0.15,0.17,0.18,0.19,3.5,2.9,2.8,3.3,3.6,3.8
3643,B1,19.5,13.6,17.8,13.6,18.6,16.9,91.3,43.8,47.6,62.5,36.4,5.0,0.17,0.19,0.17,0.16,0.15,0.18,2.8,4.1,3.9,3.3,3.7,4.4
3645,B2,14.5,23.6,16.4,16.4,14.5,14.5,50.0,46.2,66.7,88.9,25.0,25.0,0.11,0.15,0.17,0.14,0.14,0.13,1.9,3.6,3.6,2.1,3.5,3.1
3647,B1,15.8,17.9,16.8,15.8,18.9,14.7,53.3,35.3,37.5,20.0,38.9,14.3,0.19,0.17,0.17,0.16,0.2,0.24,3.4,3.6,3.1,3.9,4.3,4.8
3652,B1,13.3,21.1,20.0,16.7,22.2,6.7,66.7,21.1,16.7,20.0,5.0,0.0,0.14,0.16,0.16,0.17,0.23,0.25,2.6,4.0,3.4,3.5,4.3,4.5
3653,B1,15.9,19.3,17.0,14.8,14.8,18.2,57.1,41.2,20.0,46.2,15.4,6.2,0.16,0.2,0.16,0.21,0.17,0.19,3.5,4.2,3.7,4.0,4.0,4.6
3654,A1,23.0,18.6,13.3,20.4,18.6,6.2,76.9,81.0,80.0,73.9,76.2,57.1,0.18,0.15,0.15,0.12,0.17,0.12,3.7,3.7,3.2,2.2,3.3,2.4
3659,B1,15.2,21.7,13.0,12.0,22.8,15.2,100.0,70.0,50.0,72.7,33.3,21.4,0.15,0.15,0.17,0.15,0.18,0.19,3.5,2.3,3.4,3.1,3.6,4.5
3660,B1,14.4,18.6,17.5,15.5,16.5,17.5,57.1,27.8,23.5,13.3,6.2,5.9,0.19,0.2,0.21,0.21,0.21,0.23,3.9,4.2,4.1,4.4,4.6,5.4
3662,B1,19.5,13.5,18.8,17.3,15.0,15.8,76.9,33.3,56.0,52.2,45.0,23.8,0.14,0.17,0.14,0.17,0.18,0.17,3.7,3.0,2.9,3.6,3.7,3.2
3663,A2,15.9,17.4,18.2,16.7,16.7,15.2,76.2,60.9,62.5,59.1,36.4,40.0,0.14,0.14,0.15,0.17,0.19,0.19,3.0,3.0,3.3,3.7,3.6,3.3
3664,B1,16.2,20.7,16.2,16.2,19.8,10.8,100.0,52.2,38.9,38.9,22.7,16.7,0.15,0.16,0.14,0.17,0.2,0.22,2.3,3.3,2.8,3.1,4.0,5.1
3668,,,,,,,,,,,,,,,,,,,,,,,,,
3670,,,,,,,,,,,,,,,,,,,,,,,,,
3680,B1,12.1,24.2,15.2,17.2,17.2,14.1,50.0,45.8,46.7,58.8,11.8,28.6,0.17,0.19,0.16,0.18,0.2,0.26,3.5,4.3,3.7,3.6,4.8,5.3
3681,B1,16.8,17.8,15.8,20.8,16.8,11.9,76.5,77.8,43.8,42.9,41.2,25.0,0.14,0.18,0.17,0.12,0.15,0.14,2.5,3.4,3.1,2.6,2.8,2.9
3682,,,,,,,,,,,,,,,,,,,,,,,,,
3683,,,,,,,,,,,,,,,,,,,,,,,,,
3685,B1,15.2,16.0,20.0,20.0,15.2,13.6,63.2,60.0,52.0,52.0,52.6,29.4,0.16,0.18,0.16,0.15,0.15,0.18,3.7,3.7,2.9,3.0,3.1,4.2
3692,A2,18.5,16.0,19.8,13.6,18.5,13.6,80.0,69.2,62.5,45.5,46.7,9.1,0.15,0.15,0.12,0.11,0.1,0.15,2.4,2.5,2.1,2.1,2.0,3.4
3693,,,,,,,,,,,,,,,,,,,,,,,,,
3696,B1,16.0,16.8,16.8,17.6,20.2,12.6,63.2,40.0,50.0,38.1,54.2,46.7,0.21,0.19,0.2,0.17,0.18,0.18,4.3,4.4,3.8,2.9,3.8,4.0
3702,,,,,,,,,,,,,,,,,,,,,,,,,
3703,A2,21.7,18.3,20.0,18.3,14.8,7.0,92.0,66.7,43.5,61.9,41.2,12.5,0.16,0.16,0.19,0.15,0.16,0.22,2.9,3.6,3.5,3.4,3.4,4.1
3704,B1,15.6,20.0,18.9,17.8,14.4,13.3,50.0,33.3,23.5,25.0,7.7,0.0,0.22,0.22,0.23,0.23,0.24,0.2,4.5,4.1,4.5,4.2,3.9,4.9
3708,B1,15.6,18.0,15.6,21.3,18.9,10.7,84.2,50.0,63.2,46.2,17.4,15.4,0.15,0.14,0.17,0.14,0.16,0.15,3.1,2.4,3.1,2.9,3.3,3.7
3709,,,,,,,,,,,,,,,,,,,,,,,,,
3710,B1,13.4,16.1,17.0,22.3,17.9,13.4,73.3,50.0,36.8,52.0,35.0,13.3,0.14,0.15,0.16,0.17,0.18,0.23,2.7,2.8,3.5,3.3,4.3,5.3
3711,A2,22.1,19.3,22.1,13.8,13.8,9.0,87.5,67.9,59.4,60.0,55.0,30.8,0.15,0.15,0.14,0.14,0.15,0.17,2.9,3.1,3.1,3.4,3.6,3.9
3712,B1,15.1,16.8,21.0,18.5,17.6,10.9,100.0,65.0,64.0,45.5,23.8,46.2,0.13,0.15,0.12,0.15,0.14,0.19,2.4,3.2,2.4,3.5,3.0,4.2
3713,A2,15.4,17.3,15.4,20.2,14.4,17.3,93.8,77.8,75.0,57.1,26.7,27.8,0.14,0.14,0.17,0.13,0.12,0.15,2.5,2.9,2.7,2.2,2.9,3.5
3717,B1,19.6,15.2,9.8,15.2,16.3,23.9,88.9,57.1,66.7,50.0,40.0,22.7,0.15,0.16,0.14,0.16,0.12,0.18,2.9,3.0,3.3,2.7,2.8,4.0
3719,A1,20.7,15.6,12.6,18.5,14.1,18.5,92.9,76.2,82.4,76.0,78.9,44.0,0.14,0.15,0.14,0.13,0.16,0.15,3.4,3.5,3.1,3.0,3.6,3.7
3721,A1,21.7,16.3,20.2,22.5,15.5,3.9,92.9,81.0,76.9,69.0,60.0,40.0,0.11,0.11,0.15,0.1,0.12,0.19,2.1,2.8,3.0,2.0,2.7,5.4
3722,B1,10.0,18.0,21.0,18.0,17.0,16.0,70.0,38.9,42.9,22.2,5.9,12.5,0.16,0.19,0.17,0.14,0.16,0.2,3.1,4.3,3.6,3.5,4.0,4.2
3725,,,,,,,,,,,,,,,,,,,,,,,,,
3726,B2,12.2,18.4,18.4,16.3,20.4,14.3,33.3,55.6,33.3,0.0,40.0,28.6,0.14,0.15,0.17,0.17,0.14,0.23,4.7,4.1,3.8,3.8,3.4,4.9
3734,,,,,,,,,,,,,,,,,,,,,,,,,
3736,B1,15.6,18.2,15.6,16.9,22.1,11.7,83.3,50.0,58.3,69.2,35.3,33.3,0.16,0.17,0.15,0.12,0.18,0.16,3.8,4.1,3.6,2.3,3.4,4.2
3740,A1,22.9,16.7,15.6,11.5,19.8,13.5,86.4,62.5,73.3,27.3,84.2,53.8,0.13,0.16,0.17,0.14,0.16,0.19,2.0,3.3,2.8,3.3,3.1,3.9
3741,B1,12.4,20.6,17.5,14.4,21.6,13.4,75.0,25.0,29.4,7.1,23.8,7.7,0.17,0.18,0.16,0.19,0.19,0.23,2.8,4.7,3.5,4.0,4.3,4.4
3742,B1,14.8,17.3,19.8,18.5,22.2,7.4,66.7,50.0,62.5,33.3,27.8,16.7,0.17,0.21,0.17,0.18,0.17,0.18,2.8,4.9,3.2,3.9,3.8,3.5
3744,A1,22.9,16.0,13.7,24.4,16.0,6.9,86.7,71.4,50.0,59.4,47.6,11.1,0.14,0.12,0.15,0.12,0.11,0.16,2.8,3.0,3.0,2.2,2.4,4.2
3745,B1,20.0,16.7,16.7,14.4,12.2,20.0,88.9,46.7,46.7,46.2,45.5,33.3,0.16,0.16,0.18,0.14,0.17,0.19,2.7,3.3,3.8,3.8,3.6,4.0
3752,B1,14.1,20.2,13.1,15.2,20.2,17.2,57.1,50.0,53.8,33.3,45.0,17.6,0.17,0.16,0.14,0.15,0.13,0.19,3.9,3.8,2.4,3.0,2.7,3.6
3753,,,,,,,,,,,,,,,,,,,,,,,,,
3757,B1,12.7,22.5,16.7,22.5,17.6,7.8,84.6,65.2,47.1,39.1,27.8,12.5,0.14,0.14,0.16,0.14,0.15,0.18,2.5,3.0,2.8,2.4,2.8,3.5
3772,B1,20.2,14.7,17.4,14.7,17.4,15.6,86.4,75.0,57.9,50.0,52.6,11.8,0.14,0.16,0.14,0.14,0.15,0.16,2.5,3.1,3.1,3.4,3.1,3.4
3773,B1,16.8,16.8,15.8,24.8,12.9,12.9,88.2,29.4,56.2,56.0,15.4,23.1,0.16,0.17,0.15,0.14,0.16,0.14,2.5,3.7,3.2,2.4,3.0,3.1
3775,B1,13.4,17.2,18.7,17.9,14.9,17.9,83.3,34.8,44.0,16.7,15.0,12.5,0.16,0.16,0.16,0.18,0.16,0.17,3.2,3.2,3.6,3.5,3.6,3.9
3779,A1,25.0,14.0,19.9,20.6,10.3,10.3,85.3,73.7,66.7,60.7,64.3,35.7,0.1,0.12,0.11,0.09,0.11,0.11,2.2,3.0,2.3,2.2,2.6,2.6
3783,A1,22.7,19.3,12.6,17.6,16.8,10.9,88.9,82.6,60.0,57.1,65.0,23.1,0.16,0.12,0.18,0.15,0.14,0.17,3.9,3.5,4.6,3.2,3.1,4.0
3788,A2,15.8,16.8,16.8,17.8,19.8,12.9,87.5,58.8,76.5,55.6,55.0,38.5,0.12,0.14,0.12,0.11,0.08,0.15,2.3,2.2,2.5,2.4,1.7,2.5
3790,B1,14.8,20.5,15.9,17.0,18.2,13.6,46.2,27.8,28.6,13.3,37.5,33.3,0.21,0.19,0.19,0.17,0.21,0.25,4.4,3.6,3.8,4.5,3.9,4.9
3797,B1,13.6,17.3,18.2,17.3,20.9,12.7,80.0,36.8,45.0,36.8,30.4,7.1,0.16,0.18,0.2,0.2,0.21,0.17,3.8,4.6,4.2,4.8,4.5,4.1
3801,B2,16.0,18.0,16.0,18.0,20.0,12.0,87.5,66.7,50.0,55.6,30.0,16.7,0.17,0.17,0.13,0.18,0.15,0.21,3.3,3.9,2.5,3.6,3.3,4.3
3802,,,,,,,,,,,,,,,,,,,,,,,,,
3804,B1,12.8,20.2,19.1,13.8,20.2,13.8,50.0,52.6,22.2,53.8,21.1,15.4,0.17,0.17,0.17,0.14,0.15,0.22,3.4,3.8,3.2,2.4,3.2,4.7
3807,B1,13.6,21.4,18.4,15.5,20.4,10.7,71.4,45.5,36.8,56.2,33.3,0.0,0.18,0.18,0.16,0.16,0.17,0.22,3.6,3.6,3.1,2.9,3.4,5.4
3808,B1,12.7,18.6,21.6,17.6,19.6,9.8,76.9,15.8,31.8,38.9,20.0,10.0,0.15,0.16,0.16,0.15,0.17,0.18,2.6,3.3,2.9,3.1,3.4,3.1
3809,B1,14.1,19.6,22.8,23.9,16.3,3.3,53.8,38.9,47.6,36.4,33.3,33.3,0.17,0.19,0.15,0.19,0.13,0.15,3.7,4.0,2.9,3.3,2.5,3.7
3812,B1,16.0,16.0,21.0,20.2,13.4,13.4,68.4,47.4,16.0,54.2,56.2,18.8,0.16,0.16,0.14,0.18,0.16,0.17,2.8,3.8,2.7,3.8,2.9,3.9
3813,A1,22.0,17.0,18.0,18.0,14.0,11.0,95.5,70.6,72.2,55.6,35.7,45.5,0.14,0.17,0.16,0.17,0.15,0.22,2.5,3.5,3.3,3.1,4.0,4.5
3814,B1,16.2,19.7,16.2,13.7,23.1,11.1,63.2,65.2,42.1,43.8,14.8,7.7,0.17,0.16,0.15,0.17,0.18,0.21,3.7,3.5,2.5,3.1,3.9,4.6
3815,,,,,,,,,,,,,,,,,,,,,,,,,
3826,A2,21.5,15.9,15.9,14.0,20.6,12.1,82.6,47.1,82.4,60.0,45.5,46.2,0.16,0.12,0.15,0.14,0.16,0.16,2.3,2.6,2.8,2.9,3.3,3.5
3827,B1,12.5,24.0,16.3,18.3,19.2,9.6,53.8,44.0,41.2,21.1,40.0,10.0,0.19,0.14,0.18,0.18,0.17,0.18,3.8,3.2,3.8,3.2,3.1,4.8
3828,B1,18.4,14.9,16.7,14.0,23.7,12.3,85.7,41.2,52.6,18.8,33.3,28.6,0.14,0.17,0.19,0.16,0.19,0.15,2.7,3.4,4.7,3.5,4.0,3.6
3831,B1,18.3,16.1,15.1,18.3,17.2,15.1,64.7,66.7,57.1,35.3,18.8,7.1,0.17,0.15,0.11,0.13,0.15,0.2,3.2,3.0,1.8,2.2,2.9,4.2
3832,B1,15.7,18.5,13.9,15.7,13.9,22.2,64.7,90.0,53.3,35.3,20.0,12.5,0.17,0.13,0.14,0.16,0.17,0.19,2.9,2.5,3.3,3.4,4.1,4.1
3833,A1,26.5,16.2,12.0,17.1,17.1,11.1,93.5,73.7,64.3,65.0,45.0,69.2,0.14,0.13,0.12,0.14,0.12,0.15,2.6,2.4,1.9,2.6,2.4,3.2
3834,B1,15.2,18.5,15.2,16.3,20.7,14.1,64.3,41.2,42.9,46.7,31.6,23.1,0.22,0.2,0.22,0.21,0.18,0.22,4.1,4.2,4.0,3.8,3.4,3.9
3837,A2,17.4,17.4,16.5,20.9,13.0,14.8,90.0,85.0,52.6,58.3,40.0,41.2,0.14,0.15,0.17,0.15,0.16,0.16,3.0,2.9,3.2,2.8,3.1,3.5
3842,B1,21.5,14.0,15.9,17.8,16.8,14.0,73.9,66.7,41.2,42.1,33.3,6.7,0.16,0.15,0.17,0.18,0.2,0.2,3.2,3.9,4.2,3.7,4.4,4.5
3849,A1,26.9,20.8,17.7,23.1,10.0,1.5,97.1,59.3,82.6,83.3,53.8,50.0,0.11,0.15,0.14,0.09,0.12,0.24,2.1,2.1,2.6,1.8,2.6,5.5
3850,B1,11.6,18.6,19.4,18.6,22.5,9.3,73.3,54.2,40.0,33.3,55.2,25.0,0.14,0.15,0.15,0.13,0.14,0.2,3.1,2.5,2.8,2.0,2.3,3.5
3851,B1,14.7,18.7,18.7,17.3,14.7,16.0,54.5,42.9,14.3,23.1,0.0,8.3,0.13,0.16,0.16,0.21,0.16,0.2,1.7,2.9,2.9,3.7,3.7,4.8
3852,B1,15.8,15.8,15.8,18.0,15.8,18.8,76.2,28.6,71.4,45.8,33.3,32.0,0.14,0.17,0.13,0.17,0.14,0.17,2.9,3.7,2.9,3.3,3.2,3.1
3853,B1,17.5,18.3,19.8,12.7,19.0,12.7,86.4,65.2,44.0,37.5,20.8,6.2,0.16,0.19,0.17,0.19,0.19,0.23,3.7,3.7,3.8,3.7,4.5,5.3
3854,A1,26.9,13.4,16.0,19.3,16.0,8.4,87.5,68.8,73.7,69.6,52.6,30.0,0.15,0.14,0.14,0.11,0.12,0.15,2.9,2.8,2.9,2.3,2.9,4.1
3855,,,,,,,,,,,,,,,,,,,,,,,,,
3859,B1,16.0,14.8,16.0,18.5,17.3,17.3,61.5,50.0,53.8,33.3,14.3,21.4,0.15,0.17,0.11,0.16,0.14,0.18,3.2,2.9,2.1,3.0,3.1,4.3
3869,B1,15.3,17.8,16.9,16.1,20.3,13.6,88.9,28.6,50.0,26.3,33.3,12.5,0.13,0.18,0.17,0.18,0.18,0.19,2.8,3.9,3.7,3.3,3.9,3.6
3870,B1,14.9,21.1,17.5,18.4,15.8,12.3,88.2,33.3,40.0,42.9,27.8,7.1,0.15,0.15,0.19,0.17,0.17,0.16,2.9,3.2,3.3,2.7,3.3,3.6
3871,B1,13.4,19.4,22.4,16.4,20.9,7.5,77.8,61.5,66.7,27.3,0.0,0.0,0.17,0.17,0.17,0.2,0.17,0.19,3.3,3.5,3.6,4.1,4.5,3.6
3874,A1,19.2,19.2,16.0,16.0,14.4,15.2,91.7,66.7,70.0,60.0,50.0,47.4,0.14,0.15,0.16,0.16,0.15,0.14,2.9,3.3,3.3,3.2,3.6,3.9
3875,B1,11.0,17.0,20.0,21.0,21.0,10.0,90.9,47.1,55.0,42.9,28.6,0.0,0.17,0.18,0.14,0.15,0.18,0.23,3.2,3.8,2.8,3.6,4.2,5.2
3877,,,,,,,,,,,,,,,,,,,,,,,,,
3878,B1,11.6,16.8,20.0,15.8,21.1,14.7,72.7,56.2,31.6,33.3,30.0,21.4,0.15,0.17,0.18,0.19,0.16,0.22,1.7,2.6,3.8,3.3,3.1,4.0
3880,B1,14.7,20.2,18.6,18.6,20.9,7.0,68.4,46.2,33.3,58.3,22.2,11.1,0.15,0.19,0.21,0.19,0.18,0.15,3.5,3.6,4.1,4.0,4.3,3.3
3881,,,,,,,,,,,,,,,,,,,,,,,,,
3882,B1,16.5,15.7,20.7,23.1,9.9,14.0,70.0,57.9,48.0,39.3,16.7,23.5,0.16,0.21,0.15,0.17,0.18,0.15,2.7,3.9,2.6,3.0,3.6,4.4
3883,,,,,,,,,,,,,,,,,,,,,,,,,
3885,B1,18.7,13.1,16.8,16.8,19.6,15.0,85.0,57.1,44.4,50.0,28.6,18.8,0.15,0.16,0.14,0.19,0.19,0.24,3.1,3.1,2.7,3.7,4.3,4.8
3888,A2,15.9,17.4,15.2,21.2,15.9,14.4,90.5,65.2,70.0,50.0,47.6,36.8,0.14,0.15,0.15,0.14,0.15,0.16,2.7,2.9,2.7,3.1,2.6,3.4
3890,,,,,,,,,,,,,,,,,,,,,,,,,
3891,B1,13.8,14.7,22.0,21.1,17.4,11.0,60.0,37.5,33.3,34.8,5.3,16.7,0.17,0.2,0.17,0.18,0.2,0.18,2.7,3.7,3.8,3.2,3.5,3.7
3892,B1,15.5,20.9,16.4,11.8,21.8,13.6,82.4,65.2,55.6,46.2,41.7,46.7,0.15,0.14,0.17,0.15,0.16,0.16,3.3,3.1,3.2,3.3,3.0,3.7
3893,B1,16.8,16.8,17.9,18.9,13.7,15.8,62.5,43.8,70.6,38.9,15.4,0.0,0.16,0.17,0.14,0.18,0.17,0.14,3.3,3.3,3.1,4.1,3.8,3.4
3895,B1,12.9,18.6,21.4,20.0,17.1,10.0,66.7,7.7,46.7,28.6,16.7,0.0,0.2,0.18,0.18,0.15,0.21,0.17,3.6,4.1,3.1,2.7,3.8,4.3
3896,B1,18.1,18.1,9.7,23.6,15.3,15.3,84.6,53.8,100.0,29.4,36.4,18.2,0.14,0.19,0.17,0.18,0.13,0.19,2.7,3.7,3.6,3.2,3.2,4.3
3897,A1,26.4,16.0,17.9,17.0,11.3,11.3,85.7,64.7,78.9,66.7,50.0,8.3,0.14,0.15,0.12,0.13,0.11,0.17,3.3,3.2,2.6,2.7,2.6,4.6
3900,A1,19.8,17.0,19.8,13.2,17.0,13.2,100.0,72.2,61.9,57.1,66.7,35.7,0.15,0.17,0.19,0.15,0.17,0.15,3.3,3.6,3.4,3.2,2.9,3.2
3901,B1,13.6,17.3,24.7,16.0,16.0,12.3,45.5,35.7,30.0,61.5,23.1,0.0,0.22,0.22,0.17,0.17,0.19,0.25,5.1,5.2,4.4,3.8,4.7,5.3
3902,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3905,A2,19.4,16.4,14.9,14.2,18.7,16.4,96.2,59.1,65.0,68.4,36.0,45.5,0.18,0.14,0.14,0.15,0.16,0.15,3.5,2.5,3.0,2.5,2.5,3.1
3906,B1,13.5,21.2,18.3,13.5,18.3,15.4,78.6,36.4,31.6,14.3,31.6,31.2,0.14,0.18,0.19,0.18,0.19,0.21,3.0,3.7,3.5,4.1,3.9,4.4
3907,A2,18.5,19.3,15.6,14.1,17.8,14.8,88.0,65.4,61.9,52.6,29.2,30.0,0.17,0.18,0.17,0.18,0.17,0.17,3.8,3.6,3.6,3.7,4.5,4.6
3910,B1,12.8,19.7,18.8,13.7,23.9,11.1,80.0,21.7,36.4,25.0,17.9,15.4,0.15,0.16,0.14,0.16,0.19,0.18,2.4,3.3,2.9,3.3,4.0,4.4
3911,A2,17.1,16.3,14.7,19.4,18.6,14.0,77.3,66.7,63.2,48.0,25.0,33.3,0.17,0.21,0.14,0.15,0.16,0.15,3.5,3.5,3.0,3.4,2.6,3.2
3912,A2,19.5,14.8,17.2,16.4,14.1,18.0,92.0,89.5,68.2,52.4,33.3,17.4,0.12,0.13,0.15,0.14,0.14,0.13,2.1,2.3,2.6,2.1,2.3,2.8
3918,A2,16.8,16.8,20.0,13.6,13.6,19.2,81.0,76.2,48.0,58.8,52.9,58.3,0.18,0.17,0.17,0.15,0.17,0.21,3.3,3.9,3.0,2.5,3.7,4.5
3920,A2,14.4,37.5,25.0,20.2,2.9,0.0,73.3,59.0,57.7,42.9,33.3,0.0,0.14,0.15,0.16,0.14,0.22,0.0,2.5,2.9,3.2,3.1,4.0,0.0
3921,B1,14.6,16.9,16.9,16.9,22.5,12.4,76.9,46.7,66.7,60.0,20.0,18.2,0.2,0.19,0.18,0.21,0.2,0.24,4.0,4.4,3.6,4.7,4.6,5.2
3922,B1,12.7,19.0,20.6,17.5,20.6,9.5,68.8,37.5,34.6,27.3,11.5,8.3,0.18,0.19,0.17,0.17,0.2,0.2,3.6,4.4,3.8,3.3,4.1,4.8
3928,B1,15.4,13.2,20.9,20.9,16.5,13.2,35.7,25.0,36.8,21.1,33.3,0.0,0.16,0.19,0.16,0.16,0.16,0.19,3.9,4.0,3.0,3.1,3.1,5.1
3929,B1,15.5,15.5,17.2,17.2,20.7,13.8,55.6,38.9,50.0,20.0,29.2,25.0,0.18,0.16,0.16,0.16,0.15,0.17,3.5,3.2,2.6,3.1,2.7,3.4
3930,B1,19.0,19.0,17.5,13.5,18.3,12.7,83.3,62.5,68.2,52.9,17.4,12.5,0.15,0.16,0.14,0.13,0.15,0.18,3.0,2.8,2.2,2.6,3.8,3.8
3931,B1,18.3,16.1,14.0,17.2,17.2,17.2,76.5,53.3,53.8,62.5,37.5,43.8,0.17,0.14,0.16,0.16,0.16,0.17,2.9,3.1,3.2,2.4,3.0,3.9
3932,B1,17.4,13.0,20.3,15.9,15.9,17.4,66.7,44.4,50.0,9.1,27.3,16.7,0.17,0.15,0.18,0.19,0.21,0.19,3.8,3.3,3.4,4.4,3.6,4.1
3933,B1,15.2,47.7,23.5,13.6,0.0,0.0,70.0,52.4,48.4,33.3,0.0,0.0,0.17,0.18,0.17,0.17,0.0,0.0,3.8,3.7,3.5,4.4,0.0,0.0
3934,B1,15.4,12.5,20.2,19.2,19.2,13.5,56.2,76.9,47.6,55.0,60.0,7.1,0.21,0.17,0.14,0.15,0.16,0.19,3.9,3.4,2.6,2.9,2.9,4.5
3935,B1,16.2,17.1,20.0,16.2,12.4,18.1,70.6,16.7,42.9,47.1,15.4,21.1,0.13,0.19,0.17,0.16,0.18,0.21,2.2,3.8,3.1,3.0,3.7,4.8
3939,B2,23.1,13.5,15.4,19.2,15.4,13.5,91.7,57.1,75.0,50.0,50.0,14.3,0.16,0.16,0.11,0.13,0.17,0.11,3.3,2.7,3.0,3.1,3.1,3.4
3940,A1,18.8,21.5,10.4,18.1,15.3,16.0,88.9,67.7,86.7,65.4,54.5,39.1,0.16,0.13,0.15,0.14,0.15,0.15,2.1,2.1,2.3,2.7,3.1,3.7
3942,A1,27.5,12.8,15.6,20.2,13.8,10.1,83.3,78.6,64.7,40.9,66.7,9.1,0.17,0.18,0.14,0.14,0.12,0.17,3.8,4.6,3.2,3.8,2.2,3.9
3943,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3944,A2,23.9,13.8,14.7,18.3,14.7,14.7,80.8,86.7,68.8,65.0,31.2,25.0,0.17,0.17,0.17,0.15,0.17,0.22,2.9,3.4,2.9,3.0,3.6,4.6
3945,B1,13.4,23.9,13.4,13.4,17.9,17.9,44.4,37.5,11.1,44.4,8.3,8.3,0.19,0.21,0.18,0.2,0.21,0.21,4.2,4.3,3.7,3.7,3.5,3.8
3947,B1,18.5,17.6,16.8,16.8,15.1,15.1,72.7,52.4,65.0,40.0,33.3,44.4,0.16,0.16,0.18,0.19,0.16,0.18,3.1,3.6,2.8,4.3,3.5,3.7
3949,B1,12.4,22.5,12.4,18.0,19.1,15.7,54.5,25.0,27.3,12.5,0.0,7.1,0.15,0.16,0.19,0.21,0.19,0.22,2.5,3.5,3.6,4.9,4.1,4.7
3950,B1,14.5,15.9,23.2,17.4,14.5,14.5,30.0,36.4,31.2,33.3,30.0,20.0,0.16,0.15,0.15,0.14,0.12,0.22,3.5,3.3,3.3,2.7,2.8,4.1
3951,A2,18.8,15.2,16.7,15.9,23.2,10.1,96.2,66.7,73.9,45.5,43.8,14.3,0.18,0.18,0.17,0.18,0.18,0.18,3.3,3.4,3.3,3.4,3.3,4.2
3953,B1,13.0,20.8,14.3,19.5,19.5,13.0,50.0,18.8,36.4,26.7,20.0,0.0,0.15,0.21,0.15,0.2,0.2,0.27,2.5,4.4,3.5,3.9,3.9,5.6
3957,B1,13.9,16.4,19.7,16.4,21.3,12.3,70.6,35.0,45.8,55.0,30.8,13.3,0.18,0.21,0.16,0.19,0.18,0.24,3.8,4.4,3.6,4.0,4.2,5.3
3960,A1,24.5,15.2,14.6,21.2,17.2,7.3,86.5,73.9,81.8,71.9,57.7,63.6,0.11,0.12,0.1,0.11,0.09,0.12,2.0,2.2,1.9,2.1,1.7,2.3
3961,A2,19.4,14.0,19.4,17.2,11.8,18.3,83.3,69.2,83.3,50.0,36.4,41.2,0.15,0.16,0.16,0.13,0.16,0.18,3.1,3.5,3.3,2.7,4.3,4.1
3964,B1,13.9,17.6,18.5,12.0,18.5,19.4,73.3,36.8,35.0,23.1,20.0,9.5,0.19,0.21,0.2,0.21,0.18,0.24,3.4,4.9,4.1,4.0,4.3,5.1
3965,A2,19.0,12.9,20.7,19.0,13.8,14.7,72.7,73.3,54.2,59.1,62.5,29.4,0.14,0.19,0.18,0.16,0.15,0.17,3.2,3.9,3.2,2.8,2.6,3.2
3966,A1,20.3,15.7,17.0,17.6,14.4,15.0,96.8,62.5,76.9,66.7,50.0,56.5,0.16,0.17,0.18,0.15,0.2,0.2,3.2,3.7,3.2,2.8,4.6,4.2
3967,B1,14.7,15.7,14.7,19.6,16.7,18.6,80.0,56.2,60.0,35.0,5.9,21.1,0.18,0.16,0.19,0.17,0.21,0.19,3.1,3.7,3.7,4.2,4.4,4.3
3968,A2,17.1,17.1,20.5,16.2,17.9,11.1,95.0,65.0,62.5,52.6,28.6,46.2,0.15,0.16,0.15,0.15,0.15,0.19,2.5,3.5,2.7,2.8,3.2,4.1
3970,,,,,,,,,,,,,,,,,,,,,,,,,
3973,B1,12.6,20.3,16.1,19.6,11.9,19.6,72.2,48.3,43.5,21.4,29.4,25.0,0.16,0.2,0.19,0.18,0.18,0.19,3.3,3.5,3.4,3.8,3.9,3.5
3974,B1,11.4,13.6,22.7,21.6,18.2,12.5,80.0,25.0,45.0,26.3,31.2,0.0,0.12,0.16,0.12,0.16,0.16,0.22,2.1,3.8,2.6,3.1,3.3,4.7
3975,B1,15.2,13.3,16.2,17.1,17.1,21.0,81.2,85.7,47.1,22.2,55.6,22.7,0.12,0.13,0.16,0.15,0.16,0.16,1.9,3.3,3.0,3.2,4.2,3.5
3976,B1,16.3,15.4,19.2,15.4,21.2,12.5,64.7,25.0,50.0,37.5,22.7,0.0,0.16,0.18,0.17,0.18,0.18,0.2,3.1,4.1,3.1,3.6,4.0,4.4
3978,A1,18.9,15.4,16.8,16.1,18.9,14.0,88.9,72.7,66.7,52.2,51.9,30.0,0.12,0.14,0.12,0.13,0.14,0.18,2.4,2.9,3.1,3.2,2.7,4.1
