toban,class_rank,entry_rate_1,entry_rate_2,entry_rate_3,entry_rate_4,entry_rate_5,entry_rate_6,win3_rate_1,win3_rate_2,win3_rate_3,win3_rate_4,win3_rate_5,win3_rate_6,avg_st_1,avg_st_2,avg_st_3,avg_st_4,avg_st_5,avg_st_6,start_order_1,start_order_2,start_order_3,start_order_4,start_order_5,start_order_6
4218,A1,23.7,14.5,20.4,17.1,23.0,1.3,97.2,54.5,77.4,65.4,57.1,0.0,0.13,0.15,0.14,0.14,0.19,0.21,2.4,3.5,2.6,2.9,3.5,4.0
4222,,,,,,,,,,,,,,,,,,,,,,,,,
4225,A2,24.2,16.2,14.1,16.2,11.1,18.2,83.3,81.2,64.3,50.0,63.6,44.4,0.17,0.14,0.19,0.18,0.17,0.16,2.8,2.7,3.5,3.5,2.3,3.9
4226,B1,15.7,15.7,19.1,16.5,14.8,18.3,83.3,66.7,50.0,42.1,29.4,23.8,0.19,0.18,0.17,0.15,0.13,0.17,4.9,3.6,3.2,2.5,2.9,3.0
4228,A2,21.5,14.6,17.7,16.9,16.2,13.1,82.1,57.9,60.9,40.9,33.3,35.3,0.18,0.23,0.17,0.16,0.18,0.18,3.2,4.2,3.6,3.4,3.7,4.4
4229,B1,13.9,16.5,17.7,13.9,24.1,13.9,100.0,38.5,14.3,36.4,15.8,9.1,0.15,0.19,0.19,0.17,0.2,0.2,3.2,4.0,3.9,3.8,4.8,4.5
4230,A1,24.6,15.7,10.4,13.4,20.1,15.7,97.0,42.9,50.0,61.1,51.9,47.6,0.14,0.15,0.11,0.15,0.13,0.15,2.6,3.1,1.9,3.2,3.0,2.5
4231,A2,13.6,17.8,18.6,19.5,18.6,11.9,81.2,66.7,45.5,69.6,40.9,42.9,0.16,0.16,0.18,0.18,0.19,0.17,2.5,3.5,3.3,3.0,3.7,3.8
4232,B1,11.2,20.2,19.1,13.5,22.5,13.5,40.0,16.7,23.5,33.3,35.0,0.0,0.19,0.19,0.24,0.15,0.2,0.23,3.1,3.8,4.2,3.8,4.0,4.8
4233,A2,16.3,14.0,17.8,20.9,17.8,13.2,81.0,77.8,47.8,74.1,47.8,35.3,0.19,0.15,0.16,0.17,0.18,0.24,3.0,3.0,3.1,2.8,4.1,4.8
4234,B1,16.9,18.0,12.4,15.7,18.0,19.1,86.7,43.8,54.5,7.1,18.8,5.9,0.15,0.18,0.15,0.18,0.15,0.21,2.8,3.4,2.8,3.4,3.2,4.9
4236,A1,25.7,16.0,12.5,20.1,18.1,7.6,94.6,78.3,83.3,72.4,76.9,54.5,0.11,0.11,0.12,0.11,0.1,0.09,2.2,1.8,2.2,1.7,1.6,1.9
4237,A1,22.6,17.3,16.5,20.3,16.5,6.8,90.0,69.6,63.6,70.4,45.5,44.4,0.19,0.15,0.19,0.17,0.18,0.19,4.5,3.4,4.3,3.6,3.4,4.2
4239,A1,20.8,20.8,15.0,10.8,20.0,12.5,88.0,76.0,88.9,38.5,33.3,40.0,0.13,0.13,0.15,0.12,0.16,0.16,2.5,2.6,2.7,3.0,2.6,3.8
4240,A2,25.0,16.4,13.8,12.1,16.4,16.4,86.2,78.9,75.0,42.9,42.1,10.5,0.16,0.15,0.14,0.14,0.17,0.16,3.0,2.9,2.2,2.4,3.4,2.9
4243,A2,15.7,20.0,21.7,13.0,17.4,12.2,83.3,78.3,72.0,46.7,35.0,21.4,0.12,0.16,0.15,0.12,0.14,0.16,2.6,3.3,2.3,2.4,2.6,2.5
4244,B1,15.0,20.0,17.0,17.0,19.0,12.0,80.0,50.0,41.2,23.5,10.5,0.0,0.13,0.14,0.13,0.13,0.14,0.17,2.1,2.5,2.3,1.8,2.5,3.7
4245,B1,12.0,21.6,16.8,16.0,20.0,13.6,80.0,44.4,47.6,45.0,24.0,17.6,0.18,0.2,0.18,0.18,0.18,0.2,3.2,4.3,3.6,4.0,3.9,4.8
4246,B1,14.4,18.6,17.5,17.5,15.5,16.5,71.4,66.7,41.2,41.2,13.3,0.0,0.15,0.19,0.18,0.19,0.2,0.17,2.6,3.9,2.9,3.6,3.6,4.1
4248,B1,10.6,18.3,23.1,17.3,23.1,7.7,72.7,36.8,37.5,33.3,33.3,25.0,0.12,0.15,0.17,0.17,0.18,0.17,2.4,3.2,3.3,3.2,4.0,4.8
4250,,,,,,,,,,,,,,,,,,,,,,,,,
4251,B1,15.7,17.3,18.9,10.2,14.2,23.6,55.0,50.0,37.5,23.1,33.3,16.7,0.22,0.19,0.17,0.18,0.19,0.21,4.1,4.3,3.5,5.0,4.4,5.1
4252,B1,13.1,18.7,12.1,22.4,19.6,14.0,71.4,60.0,38.5,41.7,33.3,0.0,0.15,0.18,0.19,0.2,0.17,0.18,3.2,4.1,3.5,3.6,3.5,4.1
4253,B1,14.5,19.7,15.4,20.5,18.8,11.1,58.8,47.8,22.2,41.7,22.7,0.0,0.18,0.17,0.18,0.16,0.18,0.21,3.9,4.2,4.1,3.5,3.8,4.5
4256,A1,21.4,19.8,15.3,13.0,16.0,14.5,92.9,61.5,75.0,76.5,66.7,47.4,0.11,0.14,0.13,0.1,0.12,0.15,2.1,3.2,2.4,2.4,2.8,3.5
4257,B1,15.6,15.6,14.4,18.9,20.0,15.6,78.6,50.0,30.8,64.7,50.0,28.6,0.16,0.15,0.15,0.15,0.17,0.17,3.1,3.6,2.8,2.3,3.3,3.5
4260,A2,18.3,15.9,16.7,19.8,15.9,13.5,91.3,40.0,66.7,56.0,45.0,29.4,0.15,0.16,0.17,0.15,0.16,0.17,2.7,3.8,3.2,3.5,3.5,4.0
4261,A1,20.6,16.9,14.7,15.4,15.4,16.9,92.9,78.3,65.0,71.4,47.6,21.7,0.15,0.15,0.16,0.15,0.15,0.16,2.8,3.5,2.9,3.1,3.4,3.9
4268,B1,10.3,17.5,19.6,16.5,21.6,14.4,50.0,29.4,36.8,25.0,23.8,7.1,0.16,0.14,0.14,0.15,0.15,0.16,3.2,2.3,2.9,2.5,3.8,4.1
4269,A1,28.1,15.1,18.0,17.3,13.7,7.9,97.4,66.7,80.0,66.7,47.4,36.4,0.14,0.16,0.13,0.16,0.14,0.16,2.5,3.0,2.7,3.0,2.9,4.2
4271,B1,15.1,16.1,17.2,18.3,17.2,16.1,71.4,53.3,56.2,47.1,37.5,20.0,0.16,0.18,0.13,0.16,0.14,0.21,2.9,3.1,2.7,3.5,3.0,4.1
4272,B1,14.7,16.7,18.6,17.6,15.7,16.7,66.7,52.9,52.6,44.4,37.5,35.3,0.16,0.14,0.15,0.18,0.16,0.17,2.9,3.9,2.9,3.9,4.1,4.1
4273,B1,13.6,18.5,16.0,14.8,17.3,19.8,72.7,53.3,46.2,58.3,28.6,31.2,0.17,0.18,0.15,0.19,0.19,0.2,3.5,4.3,3.3,3.9,4.4,4.7
4274,B1,18.5,16.3,15.2,16.3,17.4,16.3,76.5,46.7,28.6,53.3,37.5,6.7,0.14,0.13,0.16,0.18,0.18,0.19,2.1,2.4,3.4,3.3,3.4,3.6
4275,B2,15.2,19.6,23.9,13.0,13.0,15.2,57.1,33.3,18.2,50.0,0.0,0.0,0.21,0.22,0.17,0.14,0.19,0.22,3.3,4.3,3.4,2.7,5.0,4.9
4276,A2,22.1,20.6,10.7,18.3,13.7,14.5,82.8,66.7,78.6,54.2,44.4,15.8,0.16,0.16,0.14,0.13,0.17,0.16,3.3,3.4,2.1,2.7,3.4,3.7
4277,B1,12.3,18.9,18.9,18.0,21.3,10.7,60.0,47.8,52.2,40.9,42.3,7.7,0.14,0.18,0.16,0.14,0.15,0.13,3.1,3.8,3.3,2.3,2.9,2.8
4278,A1,24.1,16.6,15.9,15.2,17.2,11.0,88.6,91.7,87.0,77.3,40.0,50.0,0.09,0.14,0.12,0.13,0.13,0.14,1.5,2.7,2.4,2.7,3.6,3.8
4281,B1,12.8,18.1,18.1,21.3,21.3,8.5,83.3,41.2,35.3,50.0,25.0,25.0,0.13,0.15,0.12,0.14,0.15,0.15,2.5,2.9,2.7,3.2,3.3,4.3
4282,,,,,,,,,,,,,,,,,,,,,,,,,
4283,B1,17.0,19.3,13.6,18.2,19.3,12.5,60.0,52.9,33.3,37.5,35.3,36.4,0.14,0.18,0.17,0.18,0.17,0.15,2.5,3.4,2.9,2.9,3.4,2.7
4285,,,,,,,,,,,,,,,,,,,,,,,,,
4286,A2,19.1,17.1,15.1,16.4,19.1,13.2,89.7,53.8,52.2,52.0,31.0,30.0,0.14,0.17,0.16,0.15,0.15,0.16,2.4,3.2,2.3,2.1,3.1,3.2
4288,A1,23.8,19.7,14.3,14.3,16.3,11.6,97.1,72.4,66.7,71.4,58.3,29.4,0.13,0.13,0.15,0.13,0.1,0.13,2.2,2.5,2.6,2.9,1.8,3.1
4292,A1,24.0,17.6,19.2,11.2,15.2,12.8,90.0,77.3,54.2,42.9,63.2,37.5,0.17,0.12,0.14,0.14,0.11,0.13,3.2,2.8,2.5,2.9,2.4,2.6
4293,A2,20.8,16.0,14.6,13.2,17.4,18.1,90.0,56.5,61.9,52.6,52.0,38.5,0.15,0.15,0.17,0.16,0.17,0.15,3.1,3.2,3.0,3.1,3.4,3.3
4294,A1,19.3,18.5,14.3,16.0,18.5,13.4,95.7,72.7,76.5,78.9,40.9,68.8,0.14,0.15,0.13,0.1,0.14,0.16,2.5,3.1,2.6,1.9,2.7,3.4
4295,A1,24.8,12.1,14.2,12.8,22.7,13.5,97.1,88.2,65.0,38.9,50.0,47.4,0.14,0.15,0.14,0.13,0.15,0.16,2.6,2.5,2.8,2.9,3.0,3.5
4298,A1,19.0,19.0,14.0,17.4,16.5,14.0,95.7,60.9,76.5,71.4,55.0,52.9,0.17,0.17,0.15,0.17,0.17,0.18,3.3,4.2,3.5,4.2,3.8,5.1
4299,B1,12.1,20.2,16.2,20.2,18.2,13.1,75.0,65.0,25.0,60.0,16.7,15.4,0.12,0.12,0.14,0.14,0.15,0.17,2.6,2.7,2.7,2.4,2.6,3.9
4300,B1,15.5,13.1,17.9,16.7,16.7,20.2,69.2,27.3,33.3,57.1,14.3,17.6,0.11,0.22,0.18,0.15,0.18,0.2,2.2,4.7,3.7,3.1,4.1,5.0
4301,B1,17.9,20.2,15.5,21.4,21.4,3.6,66.7,35.3,30.8,38.9,44.4,0.0,0.2,0.16,0.21,0.19,0.16,0.18,3.1,3.3,4.1,3.0,3.4,3.3
4302,A2,20.7,20.0,20.7,23.4,15.2,0.0,70.0,62.1,80.0,55.9,45.5,0.0,0.14,0.12,0.13,0.14,0.13,0.0,3.0,2.8,2.4,2.8,2.2,0.0
4303,B1,18.3,15.1,18.3,15.9,18.3,14.3,82.6,57.9,43.5,30.0,34.8,27.8,0.15,0.17,0.17,0.16,0.17,0.19,2.7,4.4,3.9,3.2,4.7,4.5
4305,A1,25.2,11.3,17.4,13.9,15.7,16.5,100.0,84.6,70.0,62.5,72.2,68.4,0.13,0.15,0.14,0.15,0.14,0.18,2.5,2.5,2.9,3.3,2.1,4.2
4311,A1,21.9,18.4,21.9,13.2,14.0,10.5,88.0,81.0,68.0,66.7,62.5,66.7,0.13,0.12,0.16,0.13,0.15,0.16,2.4,2.0,3.4,2.3,3.1,3.7
4313,B2,33.3,0.0,33.3,0.0,0.0,33.3,0.0,0.0,100.0,0.0,0.0,100.0,0.15,0.0,0.2,0.0,0.0,0.08,4.0,0.0,1.0,0.0,0.0,2.0
4315,B1,16.3,16.3,13.3,20.4,16.3,17.3,62.5,31.2,53.8,50.0,56.2,11.8,0.17,0.2,0.18,0.16,0.17,0.23,3.7,4.3,3.9,3.3,4.3,5.4
4316,,,,,,,,,,,,,,,,,,,,,,,,,
4317,B1,13.7,19.6,17.6,17.6,20.6,10.8,57.1,45.0,61.1,38.9,28.6,9.1,0.17,0.17,0.16,0.19,0.15,0.15,2.7,3.5,3.6,3.7,3.0,2.8
4318,B1,20.2,15.1,15.1,21.8,10.1,17.6,62.5,66.7,44.4,46.2,16.7,42.9,0.17,0.19,0.16,0.16,0.2,0.17,3.9,3.5,2.8,3.3,3.6,3.9
4319,A2,17.4,20.8,16.0,13.9,19.4,12.5,92.0,70.0,60.9,65.0,46.4,22.2,0.16,0.16,0.15,0.16,0.2,0.22,2.9,3.8,3.1,3.2,4.0,5.1
4323,B1,13.6,15.5,16.4,16.4,20.0,18.2,66.7,64.7,44.4,44.4,36.4,30.0,0.16,0.14,0.16,0.17,0.16,0.18,3.3,3.2,3.2,3.3,3.5,3.9
4327,B1,13.2,17.5,22.8,17.5,18.4,10.5,60.0,25.0,34.6,30.0,28.6,16.7,0.17,0.2,0.17,0.17,0.18,0.2,3.3,4.6,3.5,3.8,3.4,4.5
4329,B1,14.9,16.5,17.4,19.8,18.2,13.2,61.1,35.0,23.8,37.5,18.2,0.0,0.14,0.16,0.14,0.16,0.18,0.21,3.1,3.4,2.9,3.1,3.7,5.0
4335,A1,22.8,15.4,16.3,14.6,14.6,16.3,89.3,84.2,65.0,66.7,38.9,55.0,0.1,0.12,0.13,0.11,0.12,0.13,1.7,2.1,2.6,2.0,2.3,2.7
4336,B1,18.1,14.8,17.4,15.4,20.8,13.4,85.2,68.2,50.0,47.8,25.8,25.0,0.15,0.14,0.14,0.14,0.15,0.16,2.3,2.9,2.5,3.1,3.2,3.9
4337,A1,21.5,14.8,15.4,15.4,20.8,12.1,96.9,50.0,60.9,60.9,51.6,38.9,0.12,0.13,0.14,0.13,0.12,0.16,2.3,3.3,2.7,2.4,2.7,3.8
4340,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4342,A1,21.2,16.7,18.2,15.2,15.9,12.9,96.4,90.9,87.5,75.0,61.9,70.6,0.13,0.14,0.12,0.12,0.15,0.17,2.9,2.5,2.7,1.9,3.1,3.6
4345,A2,21.0,16.0,17.0,17.0,14.0,15.0,76.2,68.8,64.7,52.9,42.9,20.0,0.14,0.15,0.16,0.19,0.19,0.19,2.7,3.1,3.2,3.8,4.3,4.1
4346,B1,10.8,21.6,16.7,15.7,21.6,13.7,72.7,50.0,52.9,31.2,13.6,14.3,0.13,0.22,0.13,0.18,0.16,0.18,2.9,4.3,2.7,3.9,3.3,3.7
4348,A2,20.3,17.3,12.8,19.5,13.5,16.5,88.9,73.9,58.8,76.9,50.0,27.3,0.13,0.14,0.14,0.18,0.18,0.18,2.5,3.7,3.8,4.2,4.0,4.3
4350,A1,20.1,11.9,20.9,20.9,14.2,11.9,92.6,62.5,60.7,57.1,42.1,25.0,0.12,0.13,0.16,0.15,0.12,0.14,2.2,3.4,3.8,3.5,2.5,3.6
4351,A1,24.8,15.0,15.8,15.0,12.8,16.5,93.9,75.0,76.2,65.0,47.1,40.9,0.14,0.13,0.14,0.13,0.12,0.14,2.3,2.6,2.7,2.5,2.4,2.6
4355,B1,11.9,19.8,15.8,16.8,20.8,14.9,58.3,20.0,31.2,35.3,9.5,13.3,0.17,0.22,0.19,0.2,0.19,0.22,2.8,4.5,4.4,4.0,3.6,4.2
4356,A1,18.0,18.0,19.5,19.5,18.8,6.2,95.7,69.6,76.0,64.0,66.7,37.5,0.13,0.14,0.16,0.16,0.17,0.13,1.9,2.7,2.8,3.3,3.3,2.6
4357,A1,27.6,14.6,22.8,14.6,11.4,8.9,82.4,77.8,57.1,66.7,57.1,54.5,0.16,0.16,0.16,0.14,0.17,0.17,3.5,3.4,3.3,3.2,2.9,3.9
4358,B1,14.4,21.6,18.0,15.3,19.8,10.8,62.5,50.0,50.0,11.8,31.8,16.7,0.15,0.21,0.18,0.26,0.23,0.18,3.3,4.2,3.7,4.5,4.6,4.3
4359,A2,15.5,18.6,13.4,14.4,18.6,19.6,100.0,66.7,76.9,42.9,27.8,31.6,0.13,0.16,0.13,0.11,0.12,0.14,2.7,2.7,1.8,2.0,2.7,3.6
4360,B1,19.1,17.6,19.1,19.9,14.7,9.6,69.2,50.0,57.7,22.2,40.0,23.1,0.16,0.19,0.19,0.18,0.16,0.18,2.9,4.1,3.7,3.7,3.2,4.4
4361,A1,23.4,17.2,17.2,18.0,12.5,11.7,100.0,81.8,63.6,82.6,62.5,40.0,0.16,0.16,0.14,0.14,0.13,0.16,3.3,3.8,2.8,2.6,2.6,2.8
4362,A1,22.3,20.0,15.4,14.6,16.9,10.8,82.8,69.2,55.0,63.2,63.6,42.9,0.11,0.14,0.13,0.12,0.14,0.15,2.5,2.9,3.9,3.1,2.3,4.5
4364,A1,26.4,15.0,16.4,13.6,18.6,10.0,91.9,71.4,73.9,68.4,53.8,57.1,0.14,0.13,0.13,0.14,0.13,0.18,3.1,2.7,3.0,2.9,2.5,3.5
4368,B1,11.6,17.9,19.6,19.6,17.0,14.3,92.3,40.0,27.3,22.7,47.4,18.8,0.16,0.16,0.21,0.2,0.18,0.23,2.8,4.0,4.0,3.8,4.5,5.4
4369,A2,19.4,16.9,18.5,14.5,16.9,13.7,87.5,42.9,65.2,77.8,42.9,11.8,0.15,0.17,0.15,0.16,0.16,0.19,2.9,4.2,3.8,3.1,3.0,4.4
4370,A1,27.2,16.3,17.0,14.3,10.9,14.3,85.0,75.0,64.0,57.1,56.2,38.1,0.12,0.14,0.15,0.15,0.17,0.16,2.6,4.0,3.3,2.9,3.4,3.2
4371,A1,22.4,12.9,20.7,16.4,15.5,12.1,92.3,73.3,45.8,47.4,44.4,28.6,0.12,0.13,0.14,0.14,0.13,0.15,2.3,3.2,3.7,3.0,3.1,5.0
4372,A2,17.9,19.0,15.5,17.9,13.1,16.7,86.7,87.5,53.8,60.0,36.4,42.9,0.18,0.17,0.2,0.15,0.15,0.19,3.2,3.6,3.8,3.9,2.6,3.9
4373,A1,22.1,17.7,16.8,19.5,11.5,12.4,92.0,85.0,68.4,63.6,38.5,35.7,0.16,0.15,0.19,0.19,0.19,0.22,3.2,3.1,3.8,3.9,4.0,4.1
4375,A2,18.3,15.3,19.1,16.8,16.0,14.5,87.5,45.0,68.0,50.0,38.1,26.3,0.16,0.19,0.17,0.15,0.17,0.18,2.8,3.8,3.0,3.2,3.2,4.2
4376,A2,16.9,17.6,16.9,18.4,14.7,15.4,78.3,54.2,65.2,64.0,35.0,19.0,0.14,0.15,0.14,0.17,0.15,0.19,2.5,3.0,2.9,3.3,3.2,3.8
4379,A1,19.1,18.4,14.0,15.4,18.4,14.7,96.2,88.0,73.7,52.4,44.0,45.0,0.14,0.15,0.14,0.14,0.19,0.18,3.2,2.8,2.2,3.1,3.7,4.1
4380,B1,13.1,18.0,21.3,14.8,17.2,15.6,81.2,31.8,50.0,38.9,14.3,15.8,0.14,0.18,0.16,0.17,0.18,0.16,3.1,3.5,2.8,3.3,3.7,3.4
4381,A2,22.0,17.1,13.8,15.4,18.7,13.0,81.5,66.7,70.6,57.9,47.8,12.5,0.2,0.17,0.15,0.14,0.15,0.18,4.1,3.0,2.7,2.5,2.4,4.0
4385,B1,14.1,18.3,16.9,15.5,18.3,16.9,50.0,46.2,41.7,27.3,0.0,8.3,0.19,0.25,0.23,0.24,0.19,0.22,3.3,5.2,4.3,3.8,4.6,4.5
4387,A1,25.6,14.0,14.9,19.8,11.6,14.0,100.0,82.4,83.3,62.5,64.3,29.4,0.15,0.18,0.14,0.15,0.15,0.17,3.2,3.0,2.6,2.6,2.0,4.2
4389,B1,16.2,16.2,21.2,19.2,12.1,15.2,50.0,43.8,47.6,47.4,58.3,13.3,0.18,0.19,0.16,0.16,0.19,0.2,4.6,4.2,3.4,3.3,2.9,4.4
4390,B1,16.3,14.0,19.8,12.8,20.9,16.3,35.7,16.7,29.4,18.2,22.2,14.3,0.24,0.2,0.23,0.22,0.19,0.22,4.9,5.0,4.9,5.1,3.9,4.8
4391,A1,23.0,16.2,15.5,15.5,15.5,14.2,88.2,75.0,56.5,65.2,60.9,38.1,0.16,0.19,0.15,0.18,0.14,0.2,3.1,4.0,3.3,3.6,3.1,5.0
4393,B1,12.3,20.2,18.4,18.4,16.7,14.0,85.7,43.5,38.1,38.1,31.6,18.8,0.14,0.18,0.15,0.21,0.2,0.23,2.1,4.0,3.4,4.7,4.5,4.9
4394,A2,16.1,19.5,14.9,20.7,17.2,11.5,85.7,82.4,69.2,61.1,33.3,50.0,0.15,0.16,0.12,0.15,0.14,0.12,2.4,3.4,2.8,2.3,2.9,3.7
4395,B1,18.9,14.2,17.0,18.9,14.2,17.0,60.0,33.3,22.2,50.0,33.3,33.3,0.16,0.2,0.19,0.17,0.16,0.2,3.5,4.2,3.8,3.8,3.6,4.9
4397,A1,23.5,17.4,18.1,14.1,15.4,11.4,91.4,76.9,74.1,66.7,60.9,35.3,0.14,0.13,0.13,0.14,0.14,0.16,2.9,3.3,3.0,3.1,3.5,4.1
4398,A1,23.5,18.2,12.1,17.4,18.9,9.8,87.1,66.7,81.2,60.9,68.0,46.2,0.13,0.14,0.13,0.13,0.13,0.19,2.4,3.2,2.8,2.8,2.7,4.7
4400,B1,12.0,20.7,19.6,17.4,17.4,13.0,45.5,52.6,66.7,18.8,18.8,8.3,0.16,0.19,0.18,0.19,0.2,0.21,3.5,3.9,3.4,3.7,4.0,4.7
4401,A2,21.1,14.0,16.7,17.5,16.7,14.0,87.5,62.5,57.9,60.0,26.3,31.2,0.12,0.15,0.14,0.15,0.15,0.15,1.9,2.7,2.7,2.8,3.3,3.0
4403,A2,15.9,16.8,20.6,13.1,20.6,13.1,76.5,77.8,63.6,42.9,54.5,21.4,0.16,0.17,0.17,0.16,0.15,0.17,2.3,3.2,3.0,3.6,3.2,3.5
4404,B1,12.2,18.3,16.5,21.7,15.7,15.7,71.4,38.1,52.6,28.0,27.8,5.6,0.19,0.16,0.19,0.17,0.2,0.18,4.0,3.4,4.2,3.4,4.0,4.0
4405,B1,13.1,19.6,21.5,13.1,21.5,11.2,64.3,52.4,39.1,21.4,47.8,8.3,0.14,0.16,0.16,0.17,0.16,0.17,3.4,3.0,3.8,4.1,3.0,3.7
4406,B1,11.7,17.1,17.1,14.4,23.4,16.2,84.6,42.1,31.6,18.8,38.5,16.7,0.13,0.19,0.17,0.16,0.15,0.17,3.0,4.0,3.2,4.1,2.9,3.9
4407,B1,15.8,18.7,19.4,18.7,16.5,10.8,95.5,42.3,44.4,61.5,26.1,20.0,0.13,0.17,0.18,0.17,0.21,0.21,2.1,3.7,3.6,2.7,4.2,4.9
4408,B1,14.7,17.3,20.0,17.3,18.7,12.0,54.5,38.5,40.0,15.4,28.6,11.1,0.18,0.13,0.18,0.21,0.21,0.18,3.5,3.2,3.4,4.1,3.9,4.7
4409,A2,19.4,15.1,18.0,16.5,15.8,15.1,88.9,76.2,44.0,69.6,45.5,42.9,0.16,0.14,0.13,0.14,0.13,0.15,3.3,2.7,2.8,3.0,2.5,3.0
4413,A2,20.5,16.2,17.1,14.5,19.7,12.0,83.3,73.7,60.0,52.9,34.8,28.6,0.16,0.19,0.18,0.2,0.15,0.19,3.4,4.5,3.8,3.9,2.5,4.2
4414,B1,17.5,20.0,15.0,15.0,16.2,16.2,64.3,50.0,41.7,41.7,15.4,7.7,0.16,0.18,0.15,0.15,0.19,0.19,2.6,3.5,2.9,2.6,3.7,3.7
4416,B1,15.3,17.8,15.3,18.6,16.1,16.9,55.6,57.1,61.1,63.6,42.1,10.0,0.19,0.17,0.16,0.15,0.2,0.18,3.1,4.0,3.4,3.3,3.3,3.9
4418,A1,25.4,13.8,15.9,13.8,14.5,16.7,88.6,84.2,77.3,78.9,65.0,56.5,0.12,0.15,0.14,0.12,0.1,0.12,2.2,3.0,2.7,2.6,2.3,3.5
4420,A2,18.8,16.7,14.6,18.8,16.7,14.6,96.3,66.7,66.7,44.4,45.8,14.3,0.16,0.16,0.14,0.16,0.16,0.18,3.3,3.4,3.0,2.4,3.1,4.4
4421,B1,13.3,13.3,19.3,20.5,25.3,8.4,54.5,27.3,62.5,17.6,14.3,0.0,0.12,0.17,0.15,0.15,0.2,0.23,2.5,4.0,2.7,4.0,4.1,5.4
4422,B1,14.7,16.5,17.4,20.2,15.6,15.6,87.5,50.0,52.6,36.4,23.5,11.8,0.13,0.16,0.18,0.19,0.17,0.21,2.8,3.6,3.2,4.6,4.0,4.5
4423,B1,12.4,17.8,19.4,17.8,17.8,14.7,87.5,60.9,44.0,47.8,30.4,31.6,0.14,0.17,0.18,0.15,0.18,0.19,2.1,3.4,3.2,3.3,3.7,3.7
4425,B1,12.9,19.8,20.8,16.8,19.8,9.9,84.6,50.0,71.4,47.1,45.0,10.0,0.15,0.16,0.14,0.16,0.16,0.19,3.2,2.9,2.7,3.5,2.7,4.4
4427,A1,21.4,15.4,15.4,18.8,14.5,14.5,96.0,61.1,77.8,72.7,64.7,41.2,0.12,0.13,0.13,0.17,0.14,0.14,2.5,2.9,2.6,3.4,2.8,3.4
4428,A1,20.6,17.6,16.0,13.0,17.6,15.3,88.9,52.2,71.4,64.7,52.2,40.0,0.12,0.15,0.14,0.13,0.14,0.17,2.7,3.8,2.3,2.6,2.8,3.3
4429,B1,13.3,18.0,19.5,17.2,16.4,15.6,58.8,47.8,40.0,31.8,28.6,15.0,0.16,0.15,0.16,0.19,0.17,0.21,2.8,3.0,2.9,3.4,3.3,4.8
4433,A1,26.4,16.7,15.3,16.0,11.1,14.6,97.4,70.8,68.2,65.2,62.5,61.9,0.16,0.18,0.2,0.18,0.22,0.22,3.7,4.0,3.8,4.2,4.4,5.0
4436,A2,20.3,15.2,17.4,15.2,16.7,15.2,85.7,90.5,83.3,61.9,39.1,28.6,0.15,0.17,0.13,0.16,0.15,0.14,2.9,3.5,2.7,3.2,3.5,3.6
4437,A1,20.5,15.4,15.4,17.1,17.9,13.7,95.8,72.2,61.1,60.0,52.4,12.5,0.16,0.15,0.16,0.15,0.14,0.2,2.5,3.2,2.9,2.6,2.8,4.4
4438,A2,17.3,17.3,16.3,20.2,17.3,11.5,61.1,50.0,58.8,81.0,38.9,41.7,0.14,0.13,0.15,0.09,0.1,0.11,2.2,2.4,2.3,1.8,1.8,1.9
4439,B1,12.8,21.8,16.7,19.2,19.2,10.3,50.0,35.3,30.8,26.7,6.7,12.5,0.16,0.17,0.18,0.17,0.16,0.15,2.8,3.5,3.2,4.3,3.8,3.3
4440,B1,15.1,14.2,19.8,21.7,17.9,11.3,81.2,26.7,42.9,21.7,26.3,0.0,0.14,0.16,0.16,0.15,0.21,0.2,2.4,3.4,3.0,3.3,4.5,5.1
4441,A2,20.5,18.9,12.6,16.5,15.7,15.7,96.2,75.0,50.0,61.9,40.0,15.0,0.12,0.14,0.13,0.14,0.13,0.17,2.5,2.8,2.2,3.1,2.9,3.7
4442,B1,16.5,21.7,13.0,20.0,10.4,18.3,84.2,32.0,40.0,65.2,33.3,42.9,0.15,0.17,0.14,0.16,0.18,0.14,2.6,3.7,3.3,2.9,3.4,3.9
4444,A1,19.5,16.9,17.8,15.3,19.5,11.0,95.7,60.0,52.4,77.8,60.9,53.8,0.13,0.13,0.14,0.13,0.16,0.15,2.8,3.0,3.4,3.2,3.7,3.7
4445,A1,19.5,16.9,14.4,16.9,15.3,16.9,100.0,60.0,70.6,50.0,50.0,10.0,0.13,0.11,0.11,0.12,0.12,0.1,2.7,2.9,2.4,3.0,2.6,2.5
4447,A1,21.7,16.3,16.3,17.1,16.3,12.4,89.3,81.0,71.4,68.2,42.9,37.5,0.14,0.13,0.16,0.15,0.17,0.14,2.3,2.8,3.0,3.0,3.5,3.3
4449,B1,12.7,16.1,19.5,20.3,17.8,13.6,60.0,26.3,26.1,54.2,19.0,6.2,0.15,0.17,0.16,0.16,0.15,0.2,3.5,3.2,3.0,2.6,2.5,4.1
4450,A2,18.8,15.8,16.8,13.9,16.8,17.8,73.7,68.8,52.9,71.4,70.6,11.1,0.14,0.13,0.15,0.14,0.13,0.18,2.6,3.1,3.0,2.9,3.1,4.4
